chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr11	9631212	9631590	0.88	0.94	0.85	0.88	0.91	0.80	0.88	0.96	0.83	0.93	0.93	0.93	0.97	0.90	0.92	0.90	0.90	0.95	0.92	0.98	0.94	0.66	0.92	0.94	0.18	0.39	0.91	0.91	0.72	0.89	0.96	0.91	0.97	0.97	0.92	0.93	0.94	0.84	0.80
chr11	9815315	9815668	0.80	0.92	0.88	0.87	0.91	0.81	0.77	0.94	0.90	0.96	0.95	0.97	0.97	0.96	0.98	0.97	0.96	0.96	0.96	0.97	0.94	0.73	0.94	0.97	0.97	0.96	0.95	0.20	0.21	0.84	0.92	0.70	0.97	0.95	0.92	0.97	0.94	0.96	0.95
chr11	10488545	10488962	0.97	0.96	0.90	0.93	0.96	0.93	0.93	0.95	0.94	0.96	0.97	0.95	0.95	0.88	0.88	0.97	0.95	0.94	0.82	0.95	0.91	0.90	0.93	0.95	0.96	0.97	0.82	0.12	0.06	0.37	0.84	0.72	0.96	0.97	0.65	0.72	0.94	0.93	0.96
chr11	10896683	10896953	0.83	0.91	0.89	0.91	0.81	0.50	0.83	0.95	0.94	0.89	0.92	0.95	0.97	0.92	0.95	0.97	0.94	0.96	0.95	0.97	0.85	0.73	0.93	0.97	0.93	0.97	0.95	0.65	0.10	0.58	0.83	0.93	0.93	0.93	0.95	0.93	0.94	0.94	0.92
chr11	11149717	11150150	0.92	0.89	0.82	0.80	0.84	0.90	0.73	0.92	0.81	0.94	0.96	0.93	0.91	0.56	0.86	0.89	0.79	0.96	0.93	0.97	0.94	0.54	0.14	0.63	0.82	0.79	0.73	0.89	0.84	0.89	0.93	0.87	0.93	0.93	0.92	0.90	0.81	0.93	0.88
chr11	11561025	11561295	0.89	0.88	0.84	0.67	0.89	0.93	0.78	0.97	0.84	0.96	0.92	0.95	0.07	0.75	0.92	0.88	0.92	0.70	0.96	0.21	0.74	0.60	0.85	0.91	0.94	0.96	0.84	0.92	0.95	0.95	0.93	0.83	0.96	0.96	0.96	0.68	0.77	0.93	0.82
chr11	11810862	11811172	0.91	0.89	0.90	0.84	0.93	0.88	0.88	0.07	0.82	0.96	0.97	0.96	0.96	0.91	0.91	0.91	0.91	0.91	0.95	0.95	0.95	0.70	0.92	0.92	0.92	0.93	0.93	0.84	0.95	0.98	0.92	0.91	0.97	0.97	0.95	0.96	0.95	0.94	0.94
chr11	11966483	11966633	0.97	0.96	0.93	0.92	0.95	0.96	0.93	0.92	0.98	0.97	0.78	0.98	0.99	0.95	0.97	0.96	0.95	0.96	0.97	0.09	0.71	0.73	0.93	0.95	0.97	0.95	0.93	0.89	0.91	0.94	0.96	0.84	0.96	0.95	0.96	0.92	0.94	0.94	0.92
chr11	12010134	12010418	0.93	0.93	0.84	0.90	0.94	0.89	0.90	0.89	0.92	0.93	0.92	0.97	0.98	0.87	0.96	0.98	0.97	0.95	0.93	0.97	0.95	0.55	0.83	0.85	0.86	0.82	0.81	0.89	0.88	0.84	0.87	0.74	0.80	0.08	0.92	0.87	0.96	0.93	0.87
chr11	12048846	12049005	0.95	0.96	0.86	0.95	0.95	0.96	0.95	0.94	0.95	0.97	0.95	0.89	0.98	0.93	0.92	0.87	0.91	0.93	0.96	0.98	0.94	0.75	0.92	0.93	0.96	0.93	0.93	0.59	0.96	0.96	0.58	0.08	0.41	0.95	0.95	0.97	0.96	0.95	0.95
chr11	12123635	12123943	0.81	0.87	0.78	0.70	0.88	0.86	0.76	0.67	0.79	0.94	0.20	0.97	0.97	0.94	0.91	0.82	0.65	0.92	0.96	0.97	0.93	0.83	0.94	0.94	0.89	0.94	0.84	0.93	0.85	0.90	0.96	0.94	0.98	0.93	0.94	0.95	0.95	0.96	0.97
chr11	12616781	12617222	0.94	0.94	0.92	0.87	0.96	0.95	0.92	0.98	0.91	0.95	0.97	0.92	0.97	0.81	0.91	0.94	0.90	0.98	0.95	0.97	0.36	0.67	0.93	0.94	0.95	0.97	0.95	0.96	0.90	0.94	0.95	0.87	0.96	0.98	0.98	0.72	0.01	0.96	0.94
chr11	12827843	12828469	0.02	0.02	0.06	0.02	0.04	0.04	0.18	0.07	0.01	0.03	0.71	0.01	0.00	0.00	0.02	0.03	0.09	0.01	0.03	0.00	0.02	0.02	0.10	0.07	0.05	0.04	0.11	0.08	0.04	0.00	0.01	0.01	0.01	0.04	0.01	0.02	0.00	0.01	0.01
chr11	13026897	13027155	0.86	0.87	0.82	0.64	0.77	0.88	0.65	0.81	0.78	0.93	0.92	0.91	0.97	0.85	0.87	0.07	0.24	0.79	0.76	0.88	0.64	0.56	0.84	0.93	0.92	0.94	0.85	0.91	0.93	0.91	0.95	0.90	0.97	0.96	0.89	0.93	0.91	0.95	0.95
chr11	13225429	13225652	0.93	0.90	0.87	0.90	0.88	0.86	0.86	0.93	0.89	0.96	0.96	0.93	0.91	0.68	0.89	0.57	0.88	0.17	0.92	0.83	0.66	0.60	0.86	0.92	0.94	0.95	0.86	0.95	0.93	0.94	0.95	0.90	0.95	0.98	0.93	0.84	0.86	0.92	0.87
chr11	13926415	13926722	0.95	0.96	0.93	0.89	0.92	0.93	0.83	0.95	0.92	0.96	0.97	0.91	0.95	0.92	0.96	0.97	0.96	0.87	0.96	0.99	0.95	0.73	0.96	0.97	0.97	0.96	0.95	0.87	0.95	0.97	0.94	0.85	0.94	0.96	0.98	0.96	0.92	0.51	0.07
chr11	14542826	14543110	0.94	0.95	0.95	0.94	0.93	0.94	0.89	0.97	0.84	0.86	0.93	0.97	0.98	0.97	0.97	0.93	0.97	0.97	0.96	0.92	0.88	0.83	0.96	0.98	0.96	0.93	0.97	0.91	0.93	0.97	0.93	0.97	0.96	0.94	0.96	0.95	0.97	0.12	0.94
chr11	14572218	14572892	0.83	0.94	0.96	0.78	0.87	0.79	0.74	0.96	0.73	0.96	0.94	0.95	0.95	0.96	0.95	0.94	0.84	0.98	0.90	0.92	0.92	0.74	0.97	0.97	0.90	0.21	0.95	0.92	0.92	0.91	0.93	0.96	0.94	0.90	0.86	0.94	0.96	0.97	0.98
chr11	15163695	15163867	0.88	0.77	0.83	0.70	0.88	0.78	0.75	0.95	0.94	0.96	0.97	0.96	0.97	0.96	0.94	0.96	0.97	0.97	0.95	0.92	0.93	0.54	0.82	0.93	0.86	0.04	0.77	0.82	0.87	0.93	0.97	0.95	0.97	0.94	0.98	0.96	0.93	0.96	0.94
chr11	15640725	15641018	0.93	0.80	0.75	0.60	0.73	0.74	0.63	0.94	0.73	0.49	0.68	0.94	0.91	0.79	0.87	0.63	0.07	0.84	0.94	0.94	0.90	0.58	0.86	0.91	0.93	0.97	0.89	0.89	0.80	0.78	0.90	0.82	0.96	0.91	0.93	0.89	0.92	0.85	0.63
chr11	15649406	15649781	0.84	0.85	0.80	0.09	0.67	0.87	0.58	0.87	0.88	0.96	0.88	0.95	0.97	0.87	0.96	0.93	0.96	0.95	0.95	0.96	0.95	0.71	0.88	0.94	0.95	0.96	0.89	0.81	0.91	0.94	0.96	0.94	0.97	0.96	0.94	0.92	0.89	0.94	0.91
chr11	15840320	15840755	0.77	0.89	0.72	0.85	0.54	0.87	0.66	0.93	0.65	0.95	0.94	0.94	0.82	0.86	0.77	0.06	0.55	0.91	0.89	0.94	0.73	0.49	0.82	0.89	0.93	0.96	0.84	0.91	0.90	0.94	0.94	0.91	0.96	0.98	0.93	0.86	0.95	0.94	0.90
chr11	16855554	16855911	0.95	0.94	0.91	0.84	0.90	0.88	0.78	0.10	0.91	0.95	0.97	0.97	0.96	0.97	0.95	0.97	0.96	0.96	0.95	0.96	0.95	0.88	0.93	0.94	0.97	0.97	0.94	0.88	0.97	0.94	0.97	0.96	0.96	0.96	0.95	0.97	0.94	0.97	0.96
chr11	17475814	17475999	0.13	0.08	0.10	0.05	0.26	0.28	0.09	0.19	0.10	0.20	0.03	0.05	0.10	0.38	0.00	0.00	0.01	0.16	0.28	0.06	0.17	0.03	0.10	0.06	0.06	0.04	0.14	0.10	0.08	0.11	0.18	0.12	0.69	0.87	0.17	0.07	0.09	0.21	0.21
chr11	17739464	17739824	0.77	0.81	0.79	0.73	0.75	0.89	0.67	0.92	0.66	0.87	0.15	0.95	0.89	0.78	0.98	0.97	0.92	0.88	0.92	0.82	0.87	0.62	0.81	0.80	0.86	0.85	0.86	0.86	0.90	0.87	0.94	0.88	0.95	0.96	0.76	0.89	0.85	0.84	0.86
chr11	17765980	17766181	0.78	0.89	0.82	0.75	0.63	0.86	0.75	0.89	0.65	0.82	0.18	0.96	0.88	0.73	0.91	0.94	0.89	0.90	0.84	0.89	0.92	0.52	0.86	0.93	0.92	0.93	0.89	0.88	0.86	0.87	0.92	0.80	0.96	0.96	0.76	0.82	0.75	0.93	0.89
chr11	17888080	17888678	0.94	0.95	0.91	0.90	0.89	0.92	0.84	0.95	0.92	0.94	0.81	0.97	0.98	0.95	0.98	0.96	0.96	0.94	0.96	0.20	0.79	0.69	0.96	0.96	0.97	0.97	0.93	0.93	0.94	0.96	0.96	0.98	0.98	0.97	0.97	0.92	0.95	0.97	0.97
chr11	17906347	17906875	0.94	0.92	0.95	0.79	0.89	0.90	0.87	0.77	0.89	0.80	0.15	0.90	0.96	0.87	0.87	0.92	0.77	0.90	0.94	0.94	0.93	0.71	0.93	0.89	0.98	0.96	0.93	0.83	0.94	0.92	0.92	0.95	0.66	0.94	0.95	0.94	0.90	0.94	0.93
chr11	19172228	19172826	0.95	0.95	0.94	0.93	0.91	0.85	0.91	0.04	0.94	0.96	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.97	0.95	0.98	0.96	0.73	0.97	0.98	0.98	0.98	0.97	0.93	0.95	0.97	0.97	0.96	0.98	0.98	0.96	0.93	0.96	0.96	0.96
chr11	19842527	19842904	0.61	0.77	0.65	0.69	0.12	0.41	0.65	0.70	0.75	0.96	0.65	0.96	0.91	0.92	0.88	0.96	0.95	0.92	0.94	0.96	0.95	0.51	0.80	0.87	0.91	0.92	0.70	0.83	0.86	0.92	0.94	0.91	0.94	0.93	0.92	0.95	0.93	0.95	0.94
chr11	20479526	20479717	0.95	0.96	0.91	0.90	0.95	0.95	0.92	0.72	0.95	0.96	0.97	0.98	0.94	0.24	0.97	0.97	0.96	0.98	0.96	0.97	0.96	0.00	0.97	0.96	0.97	0.93	0.97	0.92	0.97	0.98	0.97	0.96	0.96	0.97	0.95	0.98	0.84	0.96	0.88
chr11	25943091	25943242	0.94	0.92	0.91	0.85	0.97	0.91	0.80	0.95	0.83	0.96	0.96	0.89	0.93	0.72	0.78	0.85	0.75	0.97	0.81	0.98	0.95	0.61	0.92	0.94	0.92	0.92	0.95	0.92	0.90	0.92	0.89	0.85	0.94	0.98	0.08	0.91	0.74	0.95	0.97
chr11	26849879	26850080	0.92	0.91	0.91	0.90	0.75	0.88	0.88	0.97	0.24	0.97	0.85	0.96	0.98	0.89	0.96	0.98	0.94	0.95	0.96	0.97	0.93	0.69	0.91	0.93	0.94	0.94	0.92	0.23	0.88	0.95	0.97	0.96	0.93	0.95	0.95	0.96	0.91	0.93	0.93
chr11	27304325	27304599	0.80	0.87	0.78	0.67	0.75	0.88	0.68	0.83	0.87	0.94	0.87	0.91	0.94	0.93	0.90	0.92	0.86	0.94	0.75	0.96	0.95	0.71	0.82	0.91	0.92	0.94	0.84	0.93	0.94	0.54	0.94	0.93	0.95	0.95	0.04	0.85	0.80	0.92	0.88
chr11	27440093	27440342	0.94	0.95	0.89	0.93	0.95	0.75	0.89	0.97	0.90	0.96	0.80	0.94	0.97	0.79	0.97	0.96	0.98	0.91	0.97	0.97	0.96	0.85	0.88	0.94	0.95	0.94	0.90	0.90	0.88	0.11	0.95	0.96	0.97	0.97	0.90	0.90	0.95	0.95	0.94
chr11	27480943	27481098	0.29	0.87	0.90	0.81	0.50	0.77	0.81	0.95	0.54	0.97	0.97	0.95	0.98	0.95	0.95	0.96	0.95	0.97	0.94	0.98	0.97	0.73	0.91	0.88	0.94	0.90	0.91	0.95	0.93	0.89	0.95	0.89	0.96	0.95	0.96	0.93	0.94	0.97	0.96
chr11	28673964	28674132	0.61	0.78	0.56	0.90	0.08	0.77	0.67	0.95	0.49	0.88	0.95	0.86	0.85	0.86	0.86	0.89	0.90	0.89	0.93	0.57	0.61	0.57	0.83	0.87	0.89	0.86	0.87	0.83	0.62	0.88	0.82	0.74	0.88	0.95	0.91	0.73	0.81	0.82	0.85
chr11	30343212	30343481	0.95	0.94	0.65	0.90	0.92	0.96	0.90	0.97	0.93	0.97	0.95	0.97	0.97	0.94	0.96	0.97	0.97	0.90	0.88	0.97	0.95	0.74	0.94	0.90	0.93	0.94	0.22	0.91	0.94	0.97	0.97	0.98	0.97	0.95	0.95	0.95	0.95	0.96	0.96
chr11	30913146	30913333	0.91	0.94	0.83	0.84	0.84	0.89	0.78	0.97	0.85	0.96	0.97	0.97	0.97	0.86	0.96	0.97	0.97	0.96	0.94	0.96	0.96	0.68	0.88	0.93	0.93	0.94	0.92	0.93	0.87	0.86	0.91	0.88	0.97	0.97	0.92	0.90	0.94	0.20	0.80
chr11	31826823	31827196	0.05	0.06	0.12	0.06	0.07	0.06	0.06	0.02	0.05	0.24	0.18	0.09	0.07	0.10	0.72	0.10	0.73	0.07	0.06	0.09	0.16	0.02	0.13	0.10	0.07	0.06	0.13	0.06	0.09	0.09	0.14	0.16	0.12	0.11	0.10	0.07	0.06	0.15	0.21
chr11	31827324	31827647	0.04	0.06	0.08	0.06	0.06	0.06	0.05	0.02	0.06	0.48	0.24	0.09	0.09	0.09	0.80	0.08	0.71	0.07	0.08	0.06	0.10	0.02	0.10	0.08	0.06	0.06	0.10	0.08	0.06	0.07	0.15	0.11	0.10	0.12	0.09	0.05	0.06	0.06	0.09
chr11	32589197	32589364	0.94	0.96	0.91	0.96	0.95	0.85	0.94	0.95	0.96	0.96	0.96	0.95	0.95	0.94	0.96	0.97	0.97	0.97	0.96	0.98	0.97	0.89	0.95	0.98	0.31	0.32	0.96	0.93	0.96	0.97	0.95	0.97	0.98	0.97	0.95	0.97	0.97	0.96	0.96
chr11	33197975	33198158	0.83	0.94	0.91	0.91	0.91	0.84	0.87	0.93	0.77	0.96	0.94	0.93	0.97	0.83	0.96	0.96	0.96	0.88	0.94	0.97	0.95	0.70	0.91	0.88	0.13	0.85	0.93	0.87	0.90	0.89	0.96	0.95	0.96	0.97	0.94	0.93	0.95	0.96	0.96
chr11	33310550	33310770	0.96	0.97	0.94	0.96	0.96	0.88	0.94	0.75	0.93	0.96	0.95	0.97	0.98	0.96	0.99	0.93	0.97	0.96	0.88	0.97	0.97	0.32	0.97	0.94	0.95	0.92	0.97	0.94	0.88	0.90	0.97	0.97	0.23	0.79	0.97	0.98	0.98	0.98	0.98
chr11	33645168	33645482	0.86	0.91	0.91	0.92	0.95	0.91	0.88	0.76	0.90	0.94	0.76	0.94	0.89	0.80	0.70	0.88	0.11	0.97	0.95	0.97	0.95	0.64	0.90	0.94	0.96	0.96	0.95	0.94	0.94	0.95	0.94	0.95	0.96	0.97	0.88	0.94	0.85	0.92	0.91
chr11	33661607	33661858	0.92	0.92	0.88	0.92	0.93	0.90	0.88	0.97	0.86	0.93	0.93	0.87	0.96	0.85	0.97	0.99	0.98	0.94	0.04	0.84	0.79	0.58	0.84	0.87	0.87	0.78	0.80	0.90	0.90	0.64	0.92	0.78	0.93	0.89	0.81	0.97	0.92	0.92	0.87
chr11	33699293	33699601	0.80	0.92	0.83	0.81	0.83	0.63	0.80	0.84	0.79	0.95	0.94	0.92	0.62	0.86	0.91	0.92	0.96	0.91	0.96	0.99	0.96	0.69	0.90	0.91	0.80	0.03	0.87	0.90	0.91	0.91	0.97	0.94	0.97	0.95	0.93	0.79	0.88	0.92	0.81
chr11	33879404	33880132	0.90	0.95	0.89	0.81	0.84	0.88	0.78	0.91	0.78	0.94	0.96	0.89	0.95	0.83	0.94	0.94	0.95	0.92	0.66	0.91	0.91	0.00	0.87	0.86	0.80	0.70	0.87	0.59	0.74	0.95	0.90	0.87	0.83	0.91	0.93	0.93	0.89	0.90	0.90
chr11	33880667	33881125	0.89	0.92	0.84	0.84	0.63	0.82	0.65	0.94	0.67	0.96	0.96	0.86	0.95	0.68	0.95	0.93	0.94	0.86	0.90	0.88	0.91	0.00	0.79	0.84	0.72	0.58	0.81	0.83	0.92	0.93	0.81	0.74	0.92	0.97	0.92	0.91	0.89	0.65	0.67
chr11	33977063	33977745	0.83	0.93	0.89	0.90	0.88	0.84	0.81	0.97	0.86	0.94	0.97	0.93	0.98	0.91	0.95	0.97	0.96	0.95	0.94	0.93	0.82	0.78	0.92	0.95	0.88	0.22	0.96	0.92	0.90	0.92	0.96	0.93	0.94	0.95	0.93	0.98	0.94	0.95	0.93
chr11	34448280	34448733	0.95	0.96	0.93	0.95	0.94	0.56	0.92	0.95	0.97	0.95	0.96	0.90	0.97	0.96	0.97	0.97	0.98	0.97	0.96	0.98	0.97	0.86	0.92	0.90	0.73	0.16	0.95	0.95	0.97	0.98	0.98	0.93	0.98	0.96	0.93	0.97	0.96	0.96	0.96
chr11	35247591	35248265	0.85	0.78	0.84	0.83	0.94	0.87	0.86	0.68	0.79	0.92	0.92	0.91	0.97	0.87	0.90	0.95	0.93	0.88	0.94	0.95	0.93	0.58	0.07	0.11	0.90	0.85	0.89	0.84	0.92	0.93	0.91	0.80	0.90	0.85	0.85	0.93	0.92	0.94	0.93
chr11	35263359	35263634	0.94	0.86	0.93	0.87	0.93	0.93	0.90	0.94	0.92	0.96	0.95	0.98	0.98	0.97	0.98	0.85	0.98	0.96	0.94	0.95	0.96	0.61	0.93	0.94	0.95	0.95	0.96	0.89	0.96	0.93	0.97	0.95	0.98	0.96	0.07	0.95	0.96	0.96	0.96
chr11	35271658	35271829	0.95	0.89	0.74	0.88	0.93	0.92	0.91	0.99	0.94	0.96	0.94	0.98	0.99	0.97	0.98	0.98	0.98	0.94	0.96	0.98	0.98	0.63	0.96	0.98	0.96	0.98	0.11	0.88	0.97	0.96	0.98	0.96	0.98	0.97	0.98	0.98	0.97	0.96	0.95
chr11	35494176	35494372	0.95	0.89	0.90	0.94	0.95	0.80	0.94	0.90	0.90	0.94	0.95	0.85	0.92	0.83	0.80	0.82	0.82	0.17	0.87	0.94	0.81	0.63	0.93	0.92	0.92	0.92	0.94	0.94	0.91	0.43	0.90	0.85	0.59	0.94	0.86	0.86	0.86	0.89	0.90
chr11	35494393	35494628	0.95	0.95	0.92	0.94	0.97	0.94	0.93	0.96	0.95	0.97	0.95	0.94	0.97	0.92	0.95	0.96	0.94	0.30	0.94	0.97	0.94	0.77	0.94	0.96	0.97	0.97	0.95	0.95	0.96	0.95	0.96	0.96	0.96	0.98	0.96	0.97	0.95	0.95	0.94
chr11	35933301	35933981	0.63	0.82	0.75	0.08	0.54	0.85	0.45	0.90	0.84	0.96	0.90	0.89	0.96	0.86	0.92	0.96	0.93	0.96	0.93	0.93	0.91	0.53	0.77	0.88	0.91	0.92	0.82	0.85	0.88	0.93	0.90	0.88	0.95	0.93	0.93	0.94	0.90	0.90	0.91
chr11	36104191	36104539	0.97	0.95	0.89	0.94	0.97	0.95	0.91	0.99	0.95	0.96	0.85	0.95	0.97	0.97	0.98	0.97	0.98	0.98	0.96	0.98	0.97	0.17	0.91	0.89	0.97	0.98	0.92	0.91	0.96	0.96	0.97	0.95	0.98	0.98	0.96	0.92	0.94	0.94	0.96
chr11	36213275	36213773	0.83	0.85	0.76	0.73	0.51	0.89	0.71	0.97	0.62	0.84	0.24	0.94	0.97	0.94	0.95	0.94	0.96	0.93	0.93	0.97	0.97	0.71	0.83	0.91	0.93	0.93	0.86	0.93	0.96	0.96	0.95	0.93	0.97	0.96	0.96	0.92	0.94	0.96	0.96
chr11	36454174	36454711	0.92	0.94	0.89	0.91	0.93	0.92	0.92	0.96	0.90	0.94	0.96	0.96	0.97	0.89	0.96	0.96	0.97	0.96	0.87	0.17	0.73	0.60	0.94	0.93	0.94	0.94	0.95	0.93	0.88	0.72	0.97	0.96	0.97	0.93	0.95	0.78	0.94	0.94	0.90
chr11	36479921	36480120	0.65	0.77	0.75	0.69	0.61	0.80	0.61	0.89	0.80	0.87	0.93	0.80	0.91	0.88	0.84	0.89	0.91	0.80	0.83	0.19	0.17	0.83	0.95	0.97	0.96	0.91	0.95	0.83	0.84	0.74	0.89	0.89	0.82	0.93	0.85	0.69	0.72	0.90	0.86
chr11	36520379	36520536	0.92	0.86	0.89	0.79	0.87	0.88	0.72	0.93	0.81	0.92	0.95	0.93	0.95	0.91	0.89	0.90	0.87	0.95	0.93	0.95	0.91	0.68	0.92	0.95	0.96	0.97	0.92	0.90	0.91	0.92	0.84	0.68	0.96	0.94	0.92	0.93	0.01	0.92	0.96
chr11	38616623	38616801	0.90	0.86	0.83	0.82	0.85	0.77	0.64	0.92	0.67	0.96	0.96	0.81	0.83	0.84	0.90	0.95	0.95	0.81	0.75	0.84	0.80	0.66	0.88	0.92	0.92	0.94	0.87	0.91	0.77	0.89	0.93	0.89	0.98	0.96	0.44	0.00	0.88	0.83	0.85
chr11	39846708	39846887	0.93	0.94	0.93	0.80	0.87	0.93	0.80	0.95	0.82	0.94	0.94	0.90	0.94	0.89	0.92	0.92	0.90	0.94	0.96	0.96	0.96	0.71	0.95	0.93	0.95	0.94	0.96	0.88	0.94	0.96	0.96	0.96	0.97	0.97	0.94	0.11	0.96	0.93	0.96
chr11	43363734	43364078	0.94	0.96	0.93	0.91	0.91	0.93	0.93	0.85	0.92	0.95	0.92	0.97	0.96	0.96	0.97	0.95	0.96	0.96	0.95	0.97	0.96	0.12	0.96	0.97	0.97	0.96	0.97	0.93	0.97	0.96	0.98	0.97	0.97	0.95	0.96	0.93	0.96	0.97	0.96
chr11	43925251	43925677	0.84	0.87	0.83	0.91	0.71	0.84	0.83	0.93	0.77	0.95	0.92	0.94	0.77	0.28	0.89	0.91	0.90	0.95	0.90	0.94	0.95	0.72	0.96	0.98	0.96	0.96	0.95	0.90	0.89	0.92	0.95	0.95	0.95	0.97	0.94	0.06	0.93	0.95	0.91
chr11	44312243	44312713	0.33	0.11	0.13	0.12	0.70	0.32	0.23	0.08	0.19	0.06	0.08	0.08	0.08	0.05	0.07	0.07	0.09	0.08	0.08	0.20	0.22	0.06	0.15	0.13	0.12	0.09	0.19	0.05	0.03	0.06	0.10	0.10	0.06	0.15	0.09	0.10	0.08	0.16	0.19
chr11	44313306	44313722	0.51	0.16	0.17	0.23	0.87	0.56	0.37	0.17	0.45	0.10	0.19	0.08	0.11	0.06	0.12	0.18	0.14	0.14	0.09	0.40	0.32	0.08	0.16	0.15	0.15	0.15	0.19	0.06	0.07	0.09	0.17	0.10	0.11	0.08	0.09	0.08	0.08	0.11	0.13
chr11	44319067	44319730	0.25	0.08	0.08	0.11	0.71	0.15	0.28	0.04	0.23	0.03	0.04	0.03	0.05	0.02	0.04	0.07	0.04	0.06	0.07	0.03	0.07	0.02	0.06	0.04	0.04	0.03	0.06	0.03	0.04	0.05	0.11	0.03	0.26	0.65	0.04	0.05	0.03	0.07	0.09
chr11	45880505	45881154	0.85	0.92	0.91	0.77	0.90	0.89	0.81	0.83	0.90	0.86	0.31	0.97	0.97	0.96	0.89	0.90	0.94	0.93	0.95	0.97	0.93	0.83	0.95	0.97	0.98	0.98	0.96	0.89	0.91	0.93	0.91	0.95	0.96	0.61	0.96	0.91	0.95	0.96	0.93
chr11	45938692	45939053	0.88	0.93	0.73	0.91	0.92	0.92	0.85	0.94	0.91	0.93	0.91	0.97	0.96	0.95	0.92	0.95	0.94	0.96	0.94	0.95	0.94	0.83	0.95	0.95	0.82	0.97	0.04	0.92	0.94	0.94	0.91	0.94	0.97	0.95	0.95	0.93	0.94	0.96	0.96
chr11	46178675	46178926	0.88	0.92	0.90	0.77	0.78	0.95	0.80	0.80	0.86	0.92	0.96	0.85	0.96	0.89	0.89	0.87	0.87	0.95	0.91	0.94	0.95	0.67	0.94	0.98	0.97	0.96	0.96	0.91	0.94	0.89	0.95	0.95	0.94	0.95	0.08	0.95	0.94	0.96	0.96
chr11	46304912	46305148	0.86	0.91	0.84	0.88	0.82	0.92	0.78	0.93	0.21	0.95	0.96	0.95	0.90	0.93	0.88	0.96	0.94	0.93	0.94	0.83	0.85	0.69	0.89	0.95	0.93	0.93	0.90	0.92	0.93	0.92	0.95	0.91	0.97	0.96	0.94	0.70	0.80	0.76	0.75
chr11	46595751	46596112	0.94	0.94	0.93	0.93	0.94	0.94	0.90	0.96	0.91	0.93	0.94	0.96	0.96	0.95	0.96	0.96	0.95	0.88	0.16	0.93	0.73	0.89	0.95	0.97	0.97	0.97	0.95	0.90	0.93	0.96	0.95	0.94	0.95	0.95	0.95	0.95	0.95	0.95	0.94
chr11	46689759	46690114	0.92	0.95	0.95	0.93	0.88	0.93	0.92	0.97	0.91	0.93	0.93	0.97	0.97	0.97	0.95	0.23	0.79	0.97	0.94	0.98	0.95	0.79	0.96	0.96	0.97	0.84	0.97	0.94	0.89	0.95	0.98	0.96	0.98	0.96	0.89	0.95	0.95	0.96	0.97
chr11	46707125	46707687	0.88	0.90	0.91	0.83	0.83	0.75	0.85	0.86	0.85	0.90	0.90	0.88	0.88	0.84	0.37	0.67	0.05	0.93	0.92	0.90	0.93	0.80	0.93	0.95	0.95	0.95	0.95	0.92	0.86	0.86	0.92	0.91	0.93	0.86	0.87	0.90	0.88	0.89	0.86
chr11	46719433	46720147	0.91	0.93	0.89	0.89	0.90	0.92	0.85	0.95	0.88	0.93	0.95	0.05	0.91	0.94	0.94	0.95	0.96	0.93	0.85	0.93	0.93	0.77	0.93	0.95	0.96	0.97	0.94	0.91	0.89	0.88	0.94	0.94	0.97	0.96	0.92	0.76	0.93	0.95	0.95
chr11	46931985	46932284	0.83	0.77	0.77	0.78	0.67	0.83	0.78	0.92	0.11	0.77	0.92	0.84	0.92	0.84	0.94	0.94	0.96	0.82	0.84	0.90	0.76	0.70	0.84	0.90	0.94	0.96	0.88	0.95	0.91	0.93	0.95	0.94	0.96	0.95	0.93	0.99	0.95	0.87	0.94
chr11	47125101	47125471	0.86	0.82	0.63	0.88	0.67	0.82	0.77	0.90	0.12	0.88	0.91	0.95	0.95	0.87	0.93	0.91	0.96	0.92	0.96	0.96	0.91	0.48	0.85	0.85	0.91	0.92	0.82	0.82	0.92	0.88	0.83	0.86	0.88	0.95	0.93	0.95	0.92	0.77	0.87
chr11	47245631	47245841	0.90	0.92	0.93	0.91	0.93	0.91	0.89	0.91	0.92	0.93	0.93	0.09	0.92	0.83	0.87	0.91	0.89	0.75	0.94	0.96	0.96	0.87	0.95	0.98	0.95	0.97	0.96	0.91	0.93	0.95	0.96	0.95	0.96	0.92	0.96	0.90	0.94	0.92	0.74
chr11	47349761	47350068	0.93	0.92	0.90	0.90	0.84	0.93	0.88	0.11	0.86	0.94	0.96	0.93	0.94	0.93	0.89	0.93	0.91	0.96	0.91	0.95	0.93	0.77	0.91	0.95	0.94	0.95	0.96	0.93	0.91	0.89	0.95	0.92	0.96	0.95	0.87	0.89	0.90	0.91	0.90
